north(m) east(m),
815837.6965 831639.9119,
815833.6556 831637.2872,
815829.6148 831634.6626,
815825.5739 831632.038,
815821.533 831629.4133,
815817.4921 831626.7887,
815813.4513 831624.1641,
815809.4104 831621.5394,
815805.3695 831618.9148,
815802.386 831617.3287,
815799.4026 831615.7425,
815796.4191 831614.1564,
815793.6434 831613.0235,
815790.8676 831611.8905,
815786.5173 831610.5582,
815782.1669 831609.2259,
815777.6015 831607.9503,
815773.0361 831606.6747,
815768.4707 831605.399,
815763.9053 831604.1234,
815759.3399 831602.9821,
815754.7745 831601.8407,
815750.2091 831600.6994,
815745.6437 831599.558,
815741.5483 831598.5509,
815737.4528 831597.5439,
815733.3574 831596.5368,
815729.2619 831595.5297,
815725.1262 831594.4555,
815720.9905 831593.3813,
815716.8547 831592.307,
815712.719 831591.2328,
815708.5833 831590.1586,
815704.5328 831589.203,
815700.4823 831588.2475,
815696.4319 831587.2919,
815692.3814 831586.3364,
815688.3309 831585.3808,
815684.3009 831584.3116,
815680.2709 831583.2424,
815676.2409 831582.1732,
815672.2109 831581.104,
815668.1809 831580.0348,
815663.6024 831578.9107,
815659.0238 831577.7866,
815654.4453 831576.6625,
815649.8667 831575.5384,
815645.2882 831574.4143,
815640.7096 831573.2902,
815636.1311 831572.1661,
815636.1311 831572.1661,
815633.6257 831571.551,
815630.2885 831570.5195,
815626.9513 831569.488,
815623.6141 831568.4565,
815619.0677 831567.4117,
815614.5214 831566.3669,
815609.975 831565.322,
815605.4287 831564.2772,
815600.8823 831563.2324,
815596.5882 831562.548,
815592.2942 831561.8635,
815588.0001 831561.1791,
815583.7061 831560.4946,
815579.412 831559.8102,
815575.118 831559.1257,
815570.8239 831558.4413,
815568.2647 831558.1807,
815565.7055 831557.92,
815562.6194 831557.77,
815559.5332 831557.6199,
815555.7892 831557.3158,
815552.0451 831557.0116,
815548.4834 831556.8007,
815544.9217 831556.5897,
815541.36 831556.3788,
815541.36 831556.3788,
815537.3976 831556.0554,
815537.3976 831556.0554,
815533.6605 831555.7503,
815533.6605 831555.7503,
815531.6466 831555.5859,
815527.9296 831555.3106,
815524.3987 831555.049,
815519.6785 831554.6994,
815515.5898 831554.3965,
815511.2689 831553.6711,
815506.9479 831552.9457,
815502.627 831552.2203,
815498.3061 831551.4948,
815493.9851 831550.7694,
815489.6642 831550.044,
815483.7403 831548.5156,
815479.0488 831547.194,
815474.3573 831545.8725,
815469.6658 831544.5509,
815464.9743 831543.2294,
815460.2828 831541.9078,
815456.1992 831540.1633,
815452.1156 831538.4189,
815448.032 831536.6744,
815443.9484 831534.93,
815439.8648 831533.1855,
815435.504 831530.8557,
815431.1433 831528.5258,
815426.7825 831526.196,
815422.4217 831523.8661,
815418.061 831521.5363,
815413.7002 831519.2064,
815409.3394 831516.8766,
815404.9787 831514.5467,
815400.6179 831512.2169,
815397.6149 831510.4574,
815394.6118 831508.6979,
815390.9763 831506.0991,
815387.3407 831503.5002,
815385.3001 831501.7975,
815383.2595 831500.0948,
815383.2595 831500.0948,
815379.6876 831497.1182,
815379.6876 831497.1182,
815376.6118 831494.6708,
815372.8104 831491.8776,
815369.0089 831489.0844,
815365.2075 831486.2912,
815361.406 831483.498,
815359.1355 831481.807,
815356.865 831480.116,
815353.2108 831477.2643,
815349.5567 831474.4127,
815345.9025 831471.561,
815342.2483 831468.7093,
815338.5942 831465.8577,
815334.94 831463.006,
815331.3137 831460.3734,
815327.6873 831457.7408,
815324.061 831455.1082,
815320.4347 831452.4756,
815316.8083 831449.8431,
815313.182 831447.2105,
815309.5557 831444.5779,
815305.9293 831441.9453,
815302.303 831439.3127,
815299.9285 831437.9559,
815297.554 831436.5991,
815293.424 831434.1711,
815289.294 831431.743,
815285.164 831429.315,
815281.6648 831427.4107,
815278.1656 831425.5063,
815274.6664 831423.602,
815270.1165 831421.5577,
815265.5665 831419.5133,
815265.5665 831419.5133,
815263.3103 831418.4323,
815263.3103 831418.4323,
815260.8191 831417.3042,
815260.8191 831417.3042,
815256.8685 831415.4471,
815253.0691 831414.1179,
815249.2696 831412.7887,
815245.4702 831411.4595,
815241.6707 831410.1303,
815238.0429 831409.302,
815234.4152 831408.4736,
815230.7874 831407.6453,
815226.7818 831407.1235,
815222.7761 831406.6017,
815218.7705 831406.0799,
815214.0321 831406.0939,
815209.2936 831406.1079,
815204.5552 831406.1219,
815199.7309 831406.598,
815194.9067 831407.074,
815190.0824 831407.5501,
815185.8691 831408.4785,
815181.6557 831409.4068,
815177.5971 831410.5613,
815173.5385 831411.7158,
815169.4799 831412.8703,
815165.4213 831414.0248,
815160.851 831415.6,
815156.2808 831417.1751,
815151.7105 831418.7503,
815147.1402 831420.3254,
815142.5699 831421.9006,
815137.9997 831423.4757,
815133.4294 831425.0509,
815128.8591 831426.626,
815124.2888 831428.2012,
815119.7186 831429.7763,
815115.1483 831431.3515,
815110.9263 831432.2048,
815106.7042 831433.058,
815102.4822 831433.9113,
815098.2601 831434.7645,
815094.0381 831435.6178,
815089.1292 831436.041,
815084.2202 831436.4641,
815079.3113 831436.8873,
815074.9054 831437.0026,
815070.4994 831437.1178,
815066.0935 831437.2331,
815061.6876 831437.3484,
815057.2817 831437.4637,
815052.8757 831437.5789,
815048.4698 831437.6942,
815044.0421 831437.8122,
815039.6144 831437.9303,
815035.1867 831438.0483,
815030.759 831438.1663,
815026.337 831438.5638,
815021.9149 831438.9612,
815018.0822 831439.5509,
815014.2494 831440.1405,
815010.4167 831440.7302,
815005.6434 831441.4906,
815000.8701 831442.251,
814996.4081 831443.4909,
814991.946 831444.7308,
814989.4878 831445.8041,
814987.0296 831446.8774,
814984.4724 831448.0878,
814981.9151 831449.2981,
814978.9223 831450.7146,
814975.9295 831452.131,
814972.3373 831453.9794,
814968.7452 831455.8277,
814965.153 831457.6761,
814961.2378 831459.5691,
814957.3225 831461.462,
814953.3416 831463.3867,
814949.3608 831465.3113,
814945.3799 831467.236,
814941.399 831469.1606,
814937.4181 831471.0853,
814933.4373 831473.0099,
814929.4564 831474.9346,
814925.3409 831476.8584,
814921.2254 831478.7822,
814917.1099 831480.706,
814912.9944 831482.6298,
814909.2734 831484.4611,
814905.5524 831486.2924,
814901.8314 831488.1236,
814898.1104 831489.9549,
814894.3894 831491.7862,
814890.9801 831493.3772,
814887.5708 831494.9683,
814884.1615 831496.5593,
814879.7294 831498.7753,
814875.2973 831500.9914,
814870.8652 831503.2074,
814866.4331 831505.4234,
814862.9264 831506.9333,
814859.4197 831508.4431,
814859.4197 831508.4431,
814854.9389 831510.3913,
814850.2846 831511.4019,
814845.6303 831512.4125,
814840.976 831513.4231,
814836.8118 831514.0441,
814832.6475 831514.6651,
814828.4833 831515.2861,
814824.689 831515.4916,
814820.8946 831515.697,
814817.1003 831515.9025,
814813.3059 831516.1079,
814808.8677 831515.7426,
814804.4295 831515.3774,
814799.9913 831515.0121,
814795.3844 831513.954,
814790.7775 831512.896,
814786.1705 831511.8379,
814781.5636 831510.7799,
814776.9567 831509.7218,
814774.6151 831508.7521,
814772.2735 831507.7823,
814767.796 831508.9809,
814763.3184 831510.1795,
814759.3176 831509.1576,
814755.3169 831508.1357,
814751.3161 831507.1138,
814747.3154 831506.0919,
814743.3146 831505.07,
814738.5907 831503.6077,
814733.8669 831502.1453,
814729.143 831500.683,
814725.0953 831498.9885,
814721.0477 831497.294,
814717 831495.5995,
814712.9523 831493.905,
814708.9047 831492.2105,
814704.857 831490.516,
814700.6774 831488.5958,
814696.4978 831486.6756,
814692.3182 831484.7554,
814688.1386 831482.8352,
814683.959 831480.915,
814679.5252 831478.8252,
814675.0914 831476.7354,
814670.6576 831474.6456,
814666.2238 831472.5558,
814661.79 831470.466,
814657.9303 831469.242,
814654.0707 831468.018,
814650.211 831466.794,
814645.975 831466.2293,
814641.739 831465.6647,
814637.503 831465.1,
814633.361 831464.7233,
814629.219 831464.3467,
814625.077 831463.97,
814620.3423 831464.3623,
814615.6077 831464.7547,
814610.873 831465.147,
814606.1058 831466.2913,
814601.3385 831467.4355,
814596.5713 831468.5798,
814591.804 831469.724,
814587.8807 831470.9127,
814583.9573 831472.1013,
814580.034 831473.29,
814576.645 831474.6077,
814573.256 831475.9253,
814569.867 831477.243,
814566.4783 831478.7493,
814563.0897 831480.2557,
814559.701 831481.762,
814556.6887 831483.268,
814553.6763 831484.774,
814550.664 831486.28,
814547.181 831488.1627,
814543.698 831490.0453,
814540.215 831491.928,
814536.8365 831493.4323,
814533.458 831494.9365,
814530.0795 831496.4408,
814526.4448 831498.0592,
814522.8101 831499.6775,
814519.1754 831501.2959,
814514.8229 831502.0283,
814510.4704 831502.7608,
814506.1178 831503.4932,
814501.7653 831504.2257,
814497.4128 831504.9581,
814493.6433 831507.0101,
814489.8737 831509.0621,
814486.1042 831511.1141,
814482.3346 831513.166,
814478.5651 831515.218,
814474.7955 831517.27,
814471.026 831519.322,
814467.637 831521.2283,
814464.248 831523.1345,
814460.859 831525.0408,
814457.47 831526.947,
814453.8695 831528.9943,
814450.269 831531.0415,
814446.6685 831533.0888,
814443.068 831535.136,
814439.9263 831537.3248,
814436.7845 831539.5135,
814433.6428 831541.7023,
814430.501 831543.891,
814427.2533 831546.362,
814424.0055 831548.833,
814420.7578 831551.304,
814417.51 831553.775,
814414.5398 831556.2613,
814411.5696 831558.7476,
814408.5994 831561.2339,
814405.6292 831563.7202,
814402.2505 831566.4283,
814398.8717 831569.1364,
814395.493 831571.8445,
814391.634 831574.8558,
814387.7749 831577.8672,
814383.9159 831580.8785,
814380.0568 831583.8898,
814376.1978 831586.9012,
814372.3387 831589.9125,
814368.4797 831592.9238,
814364.6206 831595.9351,
814360.7616 831598.9465,
814356.9025 831601.9578,
814353.325 831604.7664,
814349.7476 831607.575,
814346.1701 831610.3835,
814342.5926 831613.1921,
814339.4142 831615.4504,
814336.2359 831617.7088,
814333.0575 831619.9671,
814328.755 831622.2005,
814324.4526 831624.4338,
814320.1501 831626.6672,
814315.8476 831628.9006,
814311.5452 831631.1339,
814307.2427 831633.3673,
814303.7827 831635.0617,
814300.3227 831636.7561,
814296.8627 831638.4504,
814293.4027 831640.1448,
814289.6247 831642.7268,
814285.8468 831645.3087,
814282.0688 831647.8907,
814279.316 831649.7892,
814276.5632 831651.6876,
814273.8104 831653.5861,
814270.9627 831656.0351,
814268.1149 831658.4842,
814265.2672 831660.9332,
814262.1461 831663.8379,
814259.025 831666.7426,
814255.9038 831669.6472,
814252.7827 831672.5519,
814249.6616 831675.4566,
814246.7058 831678.2501,
814243.7499 831681.0435,
814240.7941 831683.837,
814237.8382 831686.6304,
814234.8824 831689.4239,
814234.1131 831690.1509,
814231.6313 831692.5761,
814228.4696 831695.6658,
814225.3078 831698.7555,
814225.3078 831698.7555,
814222.4966 831701.9512,
814219.7765 831704.9529,
814217.0563 831707.9546,
814214.3362 831710.9562,
814211.616 831713.9579,
814208.3171 831717.4233,
814205.0182 831720.8886,
814201.7192 831724.354,
814198.4203 831727.8193,
814195.1214 831731.2847,
814191.875 831734.4172,
814188.6286 831737.5497,
814185.3821 831740.6822,
814182.1357 831743.8147,
814178.345 831746.5093,
814174.5542 831749.2038,
814170.7635 831751.8984,
814166.9727 831754.5929,
814164.9087 831756.0601,
814162.8446 831757.5273,
814162.8446 831757.5273,
814159.293 831759.3984,
814155.4885 831761.4028,
814151.684 831763.4071,
814147.558 831765.2549,
814143.4319 831767.1028,
814139.3059 831768.9506,
814135.7874 831770.2416,
814132.2689 831771.5326,
814128.7504 831772.8236,
814125.0863 831773.7918,
814121.4223 831774.7601,
814117.7582 831775.7283,
814114.0941 831776.6965,
814109.5377 831777.3989,
814104.9814 831778.1014,
814100.425 831778.8038,
814095.8686 831779.5062,
814091.2059 831779.6429,
814086.5432 831779.7796,
814081.8806 831779.9163,
814077.2179 831780.053,
814072.5552 831780.1897,
814067.9482 831780.3542,
814063.3412 831780.5188,
814058.7343 831780.6833,
814054.1273 831780.8478,
814049.5203 831781.0124,
814044.9133 831781.1769,
814040.4614 831781.2813,
814036.0094 831781.3857,
814031.5575 831781.4901,
814027.1056 831781.5946,
814022.6536 831781.699,
814018.2017 831781.8034,
814013.7497 831781.9078,
814009.2978 831782.0122,
814004.8174 831782.8982,
814000.3369 831783.7841,
813995.8565 831784.6701,
813992.3886 831785.9864,
813988.9207 831787.3026,
813985.4528 831788.6189,
813982.3899 831790.163,
813979.327 831791.7071,
813976.2641 831793.2512,
813972.5051 831795.9471,
813968.7461 831798.6429,
813965.582 831801.0223,
813962.4178 831803.4018,
813959.2537 831805.7812,
813955.7244 831808.6459,
813952.195 831811.5105,
813948.6657 831814.3752,
813945.1363 831817.2398,
813945.1363 831817.2398,
813942.3192 831819.5263,
813938.9815 831822.2772,
813935.6438 831825.028,
813932.3061 831827.7789,
813928.9683 831830.5298,
813925.6306 831833.2807,
813922.2929 831836.0315,
813918.9552 831838.7824,
813918.9552 831838.7824,
813916.2693 831840.996,
813916.2693 831840.996,
813914.6773 831842.3081,
813910.8071 831845.4193,
813906.937 831848.5304,
813903.0668 831851.6416,
813899.1967 831854.7527,
813895.3265 831857.8639,
813891.4564 831860.975,
813887.5862 831864.0862,
813883.716 831867.1973,
813879.8459 831870.3085,
813875.9757 831873.4196,
813872.1056 831876.5308,
813868.2354 831879.6419,
813864.6314 831882.5839,
813861.0273 831885.5258,
813857.4233 831888.4678,
813853.8192 831891.4098,
813850.2152 831894.3517,
813846.6111 831897.2937,
813843.0071 831900.2357,
813839.403 831903.1776,
813835.799 831906.1196,
813832.1949 831909.0615,
813828.5909 831912.0035,
813824.9868 831914.9455,
813821.3828 831917.8874,
813817.7787 831920.8294,
813814.9436 831923.2848,
813812.1086 831925.7401,
813809.2735 831928.1955,
813806.2612 831931.4103,
813803.249 831934.625,
813800.2367 831937.8398,
813797.6358 831941.6747,
813795.0349 831945.5097,
813792.4339 831949.3446,
813789.833 831953.1795,
813787.3118 831957.3865,
813784.7906 831961.5936,
813782.2695 831965.8006,
813779.7483 831970.0077,
813777.2271 831974.2147,
813775.0104 831977.5697,
813772.7936 831980.9246,
813770.5441 831984.3292,
813768.2946 831987.7337,
813768.2946 831987.7337,
813765.9114 831991.3405,
813763.7234 831994.368,
813761.5354 831997.3954,
813761.5354 831997.3954,
813759.0864 832000.5849,
813756.5804 832003.5465,
813754.0744 832006.5081,
813751.5467 832009.0871,
813749.019 832011.666,
813745.7902 832014.3852,
813742.5614 832017.1044,
813742.5614 832017.1044,
813739.838 832019.398,
813736.3449 832021.876,
813732.8517 832024.3539,
813728.6741 832026.9767,
813724.4965 832029.5994,
813720.3189 832032.2222,
813716.1413 832034.8449,
813711.9637 832037.4677,
813707.786 832040.0905,
813703.6084 832042.7132,
813699.4308 832045.336,
813695.2532 832047.9587,
813691.0756 832050.5815,
813686.9663 832053.1017,
813682.857 832055.6219,
813678.7478 832058.1422,
813674.6385 832060.6624,
813670.5292 832063.1826,
813666.9304 832064.9767,
813663.3316 832066.7708,
813659.7328 832068.5648,
813656.134 832070.3589,
813652.1401 832072.0462,
813648.1461 832073.7335,
813644.6219 832075.0046,
813641.0977 832076.2758,
813637.5735 832077.5469,
813633.0352 832079.0575,
813628.4968 832080.568,
813624.1259 832081.6616,
813619.7549 832082.7552,
813615.384 832083.8489,
813611.013 832084.9425,
813606.6421 832086.0361,
813602.2711 832087.1297,
813597.9002 832088.2234,
813593.5292 832089.317,
813589.1583 832090.4106,
813584.3692 832091.4908,
813579.5801 832092.5709,
813574.7909 832093.6511,
813570.0018 832094.7313,
813565.2127 832095.8114,
813560.4236 832096.8916,
813555.6344 832097.9717,
813550.8453 832099.0519,
813548.0268 832099.6258,
813545.2082 832100.1997,
813540.886 832101.0798,
813536.5638 832101.9598,
813532.2416 832102.8399,
813527.9194 832103.7199,
813523.5972 832104.6,
813519.275 832105.48,
813514.9824 832106.3417,
813510.6898 832107.2034,
813506.3972 832108.065,
813502.1046 832108.9267,
813497.3447 832109.8822,
813492.5848 832110.8376,
813487.8248 832111.7931,
813483.0649 832112.7485,
813478.305 832113.704,
813473.9144 832114.5401,
813469.5238 832115.3761,
813465.1332 832116.2122,
813460.7425 832117.0482,
813456.3519 832117.8843,
813451.9613 832118.7203,
813448.1493 832119.2649,
813444.3372 832119.8094,
813440.738 832119.857,
813437.1388 832119.9045,
813433.5396 832119.9521,
813430.1014 832119.9027,
813426.6632 832119.8534,
813423.225 832119.804,
813420.3317 832119.667,
813417.4384 832119.53,
813417.4384 832119.53,
813414.8373 832119.4069,
813414.8373 832119.4069,
813412.445 832119.2725,
813412.445 832119.2725,
813409.9845 832119.1342,
813405.8925 832118.8232,
813402.4055 832118.5344,
813398.0367 832118.2442,
813393.6679 832117.9541,
813389.299 832117.6639,
813384.9302 832117.3738,
813380.5614 832117.0836,
813376.1926 832116.7934,
813371.8237 832116.5033,
813367.4549 832116.2131,
813362.6351 832116.1216,
813357.8152 832116.03,
813352.9954 832115.9385,
813348.1756 832115.847,
813343.3557 832115.7555,
813338.5359 832115.6639,
813333.7161 832115.5724,
813328.8962 832115.4809,
813324.0764 832115.3893,
813319.2565 832115.2978,
813314.4367 832115.2063,
813309.6169 832115.1148,
813304.797 832115.0232,
813299.9772 832114.9317,
813295.5351 832114.8653,
813291.093 832114.7988,
813286.6508 832114.7324,
813282.2087 832114.6659,
813277.7666 832114.5995,
813273.3245 832114.533,
813268.8823 832114.4666,
813264.4402 832114.4001,
813259.7987 832114.5432,
813255.1572 832114.6863,
813250.2226 832115.2588,
813245.2881 832115.8314,
813240.3535 832116.4039,
813236.397 832117.4876,
813232.4405 832118.5713,
813228.484 832119.655,
813224.5275 832120.7387,
813220.6442 832122.2688,
813216.761 832123.799,
813212.8777 832125.3291,
813209.7681 832127.0023,
813206.6584 832128.6756,
813203.5488 832130.3488,
813199.5949 832132.6389,
813195.6409 832134.929,
813193.4326 832136.5392,
813191.2243 832138.1494,
813187.5968 832141.263,
813183.9693 832144.3766,
813180.3417 832147.4901,
813176.7142 832150.6037,
813174.828 832152.4746,
813172.9417 832154.3455,
813172.9417 832154.3455,
813170.9242 832156.3315,
813170.9242 832156.3315,
813168.7092 832158.3941,
813166.7616 832160.2803,
813164.814 832162.1665,
813161.6414 832164.9716,
813158.4687 832167.7766,
813155.2961 832170.5817,
813152.1234 832173.3867,
813148.6097 832176.3149,
813145.0959 832179.243,
813141.8473 832181.4841,
813138.5986 832183.7252,
813135.1354 832185.7705,
813131.6722 832187.8158,
813128.2089 832189.861,
813124.7457 832191.9063,
813121.2825 832193.9516,
813117.3283 832195.8058,
813113.3742 832197.66,
813109.42 832199.5142,
813104.9427 832201.3722,
813100.4653 832203.2301,
813095.9933 832204.9276,
813091.5214 832206.6251,
813087.0494 832208.3226,
813082.5775 832210.0201,
813078.1055 832211.7176,
813073.6335 832213.4151,
813069.1616 832215.1126,
813064.6896 832216.8101,
813060.1661 832218.5799,
813055.6427 832220.3498,
813051.1192 832222.1196,
813046.5957 832223.8894,
813042.0723 832225.6593,
813037.5488 832227.4291,
813036.5378 832227.8247,
813033.2656 832229.0794,
813029.5004 832230.5232,
813025.7352 832231.967,
813021.2089 832233.7337,
813016.6825 832235.5003,
813012.2366 832237.2356,
813007.7908 832238.9709,
813003.3449 832240.7061,
812998.899 832242.4414,
812994.3372 832244.2219,
812989.7754 832246.0024,
812985.2136 832247.783,
812980.6518 832249.5635,
812976.09 832251.344,
812971.5283 832253.1245,
812966.9665 832254.905,
812962.4047 832256.6855,
812957.8429 832258.4661,
812953.2811 832260.2466,
812948.7193 832262.0271,
812944.1575 832263.8076,
812940.9283 832265.0365,
812937.699 832266.2653,
812933.847 832267.9249,
812929.9951 832269.5846,
812926.1431 832271.2442,
812922.2912 832272.9039,
812918.4392 832274.5635,
812913.9754 832276.545,
812909.5116 832278.5265,
812905.0477 832280.508,
812900.5839 832282.4895,
812896.2881 832284.7998,
812891.9924 832287.1101,
812887.6966 832289.4204,
812884.0416 832291.6405,
812880.3866 832293.8606,
812876.7316 832296.0806,
812873.0766 832298.3007,
812869.2186 832301.245,
812865.3605 832304.1893,
812861.5025 832307.1336,
812857.6444 832310.0779,
812853.7864 832313.0222,
812849.9283 832315.9665,
812846.0703 832318.9108,
812842.2122 832321.8552,
812838.3542 832324.7995,
812834.4961 832327.7438,
812830.6381 832330.6881,
812826.78 832333.6324,
812822.922 832336.5767,
812819.0639 832339.521,
812815.2059 832342.4653,
812811.3478 832345.4096,
812807.7697 832348.2934,
812804.1916 832351.1773,
812800.6135 832354.0611,
812797.0354 832356.945,
812793.4574 832359.8288,
812789.8793 832362.7126,
812786.3012 832365.5965,
812782.7231 832368.4803,
812779.145 832371.3642,
812775.5669 832374.248,
812775.5669 832374.248,
812771.6015 832374.1687,
812771.6015 832374.1687,
812767.6366 832374.0894,
812762.4994 832379.752,
812761.0591 832381.3396,
812761.2111 832383.8371,
812761.363 832386.3346,
812761.363 832386.3346,
812761.519 832388.899,
812761.519 832388.899,
812758.144 832392.333,
812754.9281 832395.839,
812751.7123 832399.345,
812748.4964 832402.851,
812745.2805 832406.357,
812742.0646 832409.863,
812738.8488 832413.369,
812735.6329 832416.875,
812732.417 832420.381,
812729.2087 832423.8787,
812726.0003 832427.3763,
812722.792 832430.874,
812719.5474 832434.3994,
812716.3028 832437.9249,
812713.0582 832441.4503,
812709.8136 832444.9757,
812706.5691 832448.5012,
812703.3245 832452.0266,
812700.0799 832455.552,
812696.8353 832459.0774,
812693.5907 832462.6029,
812690.3461 832466.1283,
812687.216 832468.792,
812684.0859 832471.4558,
812680.9558 832474.1195,
812677.8257 832476.7832,
812674.8904 832479.5161,
812671.9552 832482.2489,
812669.0199 832484.9818,
812666.4655 832487.8329,
812663.911 832490.684,
812660.9175 832493.7371,
812657.924 832496.7902,
812654.9304 832499.8433,
812651.9369 832502.8964,
812648.9434 832505.9495,
812648.9434 832505.9495,
812646.8424 832508.0923,
812642.4897 832512.5316,
812639.2764 832515.8089,
812636.0631 832519.0861,
812632.8499 832522.3633,
812629.6366 832525.6405,
812626.4233 832528.9178,
812623.21 832532.195,
812620.2743 832534.7463,
812617.3385 832537.2975,
812614.4028 832539.8488,
812611.467 832542.4,
812611.467 832542.4,
812609.7269 832543.648,
812606.721 832545.804,
812603.715 832547.96,
812599.784 832550.3355,
812595.853 832552.711,
812591.867 832554.5635,
812587.881 832556.416,
812585.0847 832557.9011,
812582.2884 832559.3861,
812578.4867 832561.1337,
812574.6849 832562.8812,
812574.6849 832562.8812,
812571.969 832564.039,
812571.969 832564.039,
812569.437 832564.915,
812565.6492 832566.1509,
812561.8614 832567.3867,
812557.5398 832568.7967,
812553.2181 832570.2068,
812548.8965 832571.6168,
812544.732 832572.8091,
812540.5675 832574.0014,
812536.4029 832575.1937,
812532.2384 832576.386,
812527.4351 832577.6396,
812522.6319 832578.8932,
812517.8286 832580.1469,
812513.0253 832581.4005,
812508.222 832582.6541,
812503.4188 832583.9077,
812498.6155 832585.1613,
812493.8122 832586.415,
812489.009 832587.6686,
812484.2057 832588.9222,
812479.4024 832590.1758,
812474.5992 832591.4295,
812469.7959 832592.6831,
812464.9926 832593.9367,
812460.1893 832595.1903,
812455.3861 832596.4439,
812450.5828 832597.6976,
812445.7795 832598.9512,
812440.9763 832600.2048,
812436.173 832601.4584,
812431.3697 832602.712,
812426.5664 832603.9657,
812421.7632 832605.2193,
812416.9599 832606.4729,
812413.1581 832607.6311,
812409.3564 832608.7894,
812405.5546 832609.9476,
812401.2828 832611.358,
812397.011 832612.7683,
812392.4019 832614.6385,
812387.7928 832616.5087,
812383.1837 832618.3789,
812378.5746 832620.2491,
812374.8853 832622.0989,
812371.196 832623.9487,
812367.5066 832625.7984,
812363.8173 832627.6482,
812359.8929 832630.2372,
812355.9686 832632.8262,
812352.0442 832635.4152,
812348.6002 832638.1848,
812345.1561 832640.9543,
812341.7121 832643.7239,
812338.268 832646.4934,
812335.3165 832649.6738,
