north(m) east(m),
813980.9823 836610.4388,
813985.9492 836610.6354,
813990.9162 836610.8319,
813995.8832 836611.0284,
814000.8502 836611.225,
814005.8172 836611.4215,
814010.7842 836611.618,
814015.7512 836611.8145,
814020.7182 836612.0111,
814025.6852 836612.2076,
814030.6522 836612.4041,
814035.6192 836612.6007,
814040.5862 836612.7972,
814045.5532 836612.9937,
814050.5202 836613.1902,
814055.4872 836613.3868,
814060.4542 836613.5833,
814065.4212 836613.7798,
814070.3882 836613.9764,
814075.3552 836614.1729,
814080.3222 836614.3694,
814085.2892 836614.5659,
814090.2562 836614.7625,
814095.2232 836614.959,
814100.1902 836615.1555,
814105.1571 836615.3521,
814110.1241 836615.5486,
814115.0911 836615.7451,
814120.0581 836615.9416,
814125.0251 836616.1382,
814129.9921 836616.3347,
814134.9591 836616.5312,
814139.9261 836616.7278,
814144.8931 836616.9243,
814149.8601 836617.1208,
814154.8271 836617.3173,
814159.7941 836617.5139,
814164.7611 836617.7104,
814164.8398 836617.7135,
814167.986 836617.838,
814167.986 836617.838,
814170.3865 836618.0655,
814175.1761 836618.5196,
814179.9516 836618.9723,
814184.727 836619.425,
814189.5194 836619.3881,
814194.3117 836619.3511,
814199.1041 836619.3142,
814203.8964 836619.2773,
814208.6888 836619.2403,
814213.4811 836619.2034,
814218.2735 836619.1664,
814223.0658 836619.1295,
814227.5102 836619.3685,
814231.7543 836619.609,
814235.9985 836619.8495,
814240.2427 836620.09,
814244.4868 836620.3305,
814248.731 836620.571,
814253.6887 836620.8277,
814258.6465 836621.0845,
814263.6042 836621.3412,
814268.5619 836621.5979,
814273.5196 836621.8546,
814278.4774 836622.1114,
814283.4351 836622.3681,
814288.3928 836622.6248,
814293.3505 836622.8815,
814298.3083 836623.1383,
814303.266 836623.395,
814308.2237 836623.6517,
814313.1815 836623.9085,
814318.1392 836624.1652,
814323.0969 836624.4219,
814328.0546 836624.6786,
814333.0124 836624.9354,
814337.9701 836625.1921,
814342.9278 836625.4488,
814347.8855 836625.7055,
814352.8433 836625.9623,
814357.801 836626.219,
814362.2558 836626.4418,
814366.7105 836626.6645,
814371.1653 836626.8873,
814375.62 836627.11,
814380.5639 836627.2824,
814385.5077 836627.4548,
814390.4516 836627.6272,
814395.3955 836627.7997,
814400.3394 836627.9721,
814405.2832 836628.1445,
814410.2271 836628.3169,
814415.9719 836628.5172,
814420.405 836628.6718,
814424.838 836628.8264,
814429.6718 836628.995,
814433.7777 836629.1382,
814437.8837 836629.2813,
814441.9896 836629.4245,
814441.9896 836629.4245,
814446.1966 836629.5712,
814446.1966 836629.5712,
814450.1476 836629.709,
814454.8088 836629.8715,
814459.47 836630.034,
814464.3291 836630.2325,
814469.1882 836630.431,
814474.0472 836630.6295,
814478.9063 836630.828,
814483.3209 836631.0084,
814487.7356 836631.1887,
814492.1502 836631.3691,
814496.5648 836631.5494,
814496.5648 836631.5494,
814499.0656 836631.6516,
814501.6413 836631.7568,
814504.217 836631.862,
814509.0873 836632.0383,
814513.9577 836632.2147,
814518.828 836632.391,
814523.6983 836632.5673,
814528.5687 836632.7437,
814533.439 836632.92,
814538.3093 836633.0963,
814543.1797 836633.2727,
814548.05 836633.449,
814552.9422 836633.3128,
814557.8345 836633.1765,
814562.7267 836633.0403,
814567.6189 836632.9041,
814572.5112 836632.7678,
814577.4034 836632.6316,
814582.2956 836632.4954,
814587.1878 836632.3592,
814592.0801 836632.2229,
814596.9723 836632.0867,
814601.8645 836631.9505,
814606.7568 836631.8142,
814611.649 836631.678,
814615.8445 836631.4405,
814620.04 836631.203,
814624.2355 836630.9655,
814628.431 836630.728,
814628.431 836630.728,
814631.3654 836630.5018,
814631.3654 836630.5018,
814633.4638 836627.9455,
814638.3627 836627.3066,
814643.2615 836626.6676,
814647.9438 836625.9657,
814652.6261 836625.2637,
814657.3084 836624.5618,
814661.9907 836623.8598,
814666.673 836623.1579,
814671.3552 836622.4559,
814676.0375 836621.754,
814680.7198 836621.052,
814685.4021 836620.3501,
814690.0844 836619.6481,
814693.0797 836619.1991,
814696.075 836618.75,
814700.3762 836617.844,
814704.6773 836616.938,
814708.9785 836616.032,
814713.2797 836615.126,
814717.5808 836614.22,
814721.882 836613.314,
814725.4632 836610.9216,
814729.0444 836608.5291,
814732.7662 836607.3646,
814736.488 836606.2,
814736.488 836606.2,
814739.844 836604.798,
814742.7795 836603.5565,
814745.715 836602.315,
814749.7727 836600.7697,
814753.8303 836599.2243,
814757.888 836597.679,
814762.3435 836595.9006,
814766.7991 836594.1221,
814771.2546 836592.3437,
814775.7101 836590.5652,
814780.1657 836588.7868,
814784.6212 836587.0083,
814789.2747 836585.3566,
814793.9283 836583.7049,
814798.5818 836582.0532,
814803.2354 836580.4015,
814807.8889 836578.7498,
814812.3398 836577.2305,
814816.7906 836575.7113,
814821.2415 836574.192,
814825.6924 836572.6728,
814830.1433 836571.1535,
814834.5941 836569.6343,
814839.045 836568.115,
814843.4959 836566.5958,
814847.9468 836565.0765,
814852.3976 836563.5573,
814856.8485 836562.038,
814861.2994 836560.5188,
814865.7503 836558.9995,
814870.2011 836557.4803,
814874.652 836555.961,
814879.5051 836554.3234,
814883.9652 836552.8257,
814888.4253 836551.3281,
814892.8854 836549.8305,
814897.3455 836548.3328,
814901.8055 836546.8352,
814906.2656 836545.3375,
814910.7257 836543.8399,
814915.1858 836542.3423,
814919.6459 836540.8446,
814924.106 836539.347,
814928.7737 836537.8015,
814933.4413 836536.256,
814938.109 836534.7105,
814942.7767 836533.165,
814947.4443 836531.6195,
814952.112 836530.074,
