north(m) east(m),
816750.8684 833066.7081,
816753.6211 833070.7418,
816756.3739 833074.7756,
816758.9413 833077.9808,
816761.5087 833081.186,
816764.0762 833084.3912,
816766.6436 833087.5964,
816769.211 833090.8016,
816772.426 833094.4128,
816775.641 833098.0241,
816778.856 833101.6353,
816782.071 833105.2465,
816785.286 833108.8578,
816788.501 833112.469,
816792.0818 833115.8708,
816795.6627 833119.2727,
816799.2435 833122.6745,
816802.8243 833126.0763,
816806.4052 833129.4782,
816809.986 833132.88,
816813.7736 833136.1187,
816817.5611 833139.3574,
816821.3487 833142.5961,
816825.1362 833145.8348,
816828.9238 833149.0734,
816832.7113 833152.3121,
816836.4989 833155.5508,
816840.2864 833158.7895,
816844.074 833162.0282,
816847.8616 833165.2669,
816851.6491 833168.5056,
816855.4367 833171.7443,
816859.2242 833174.983,
816863.0118 833178.2216,
816866.7993 833181.4603,
816870.5869 833184.699,
816874.3744 833187.9377,
816878.162 833191.1764,
816881.9496 833194.4151,
816885.7371 833197.6538,
816889.5247 833200.8925,
816893.3122 833204.1312,
816897.0998 833207.3698,
816900.8873 833210.6085,
816904.6749 833213.8472,
816908.4624 833217.0859,
816912.25 833220.3246,
816916.0376 833223.5633,
816919.8251 833226.802,
816923.6127 833230.0407,
816927.4002 833233.2794,
816931.1878 833236.518,
816934.9753 833239.7567,
816938.7629 833242.9954,
816942.5504 833246.2341,
816946.338 833249.4728,
816950.1256 833252.7115,
816953.9131 833255.9502,
816957.7007 833259.1889,
816961.4882 833262.4276,
816965.2758 833265.6662,
816969.0633 833268.9049,
816972.8509 833272.1436,
816976.6384 833275.3823,
816980.426 833278.621,
816984.1934 833281.84,
816987.9609 833285.0589,
816991.7283 833288.2779,
816995.4958 833291.4968,
816999.2632 833294.7158,
817003.0306 833297.9348,
817006.7981 833301.1537,
817010.5655 833304.3727,
817014.3329 833307.5917,
817018.1004 833310.8106,
817021.8678 833314.0296,
817025.6353 833317.2485,
817029.4027 833320.4675,
817033.1701 833323.6865,
817036.9376 833326.9054,
817040.705 833330.1244,
817044.4724 833333.3434,
817048.2399 833336.5623,
817052.0073 833339.7813,
817055.7748 833343.0002,
817059.5422 833346.2192,
817063.3096 833349.4382,
817067.0771 833352.6571,
817070.8445 833355.8761,
817074.612 833359.095,
817078.3794 833362.314,
817082.1468 833365.533,
817085.9143 833368.7519,
817089.6817 833371.9709,
817093.4491 833375.1899,
817097.2166 833378.4088,
817100.984 833381.6278,
817104.7515 833384.8467,
817108.5189 833388.0657,
817112.2863 833391.2847,
817116.0538 833394.5036,
817119.8212 833397.7226,
817123.5886 833400.9416,
817127.3561 833404.1605,
817131.1235 833407.3795,
817134.891 833410.5984,
817138.6584 833413.8174,
817142.4258 833417.0364,
817146.1933 833420.2553,
817149.9607 833423.4743,
817153.7282 833426.6932,
817157.4956 833429.9122,
817161.263 833433.1312,
817165.0305 833436.3501,
817168.7979 833439.5691,
817172.5653 833442.7881,
817176.3328 833446.007,
817180.1002 833449.226,
817183.8677 833452.4449,
817187.6351 833455.6639,
817191.4025 833458.8829,
817195.17 833462.1018,
817198.9374 833465.3208,
817202.7048 833468.5398,
817206.4723 833471.7587,
817210.2397 833474.9777,
817214.0072 833478.1966,
817217.7746 833481.4156,
817221.542 833484.6346,
817225.3095 833487.8535,
817229.0769 833491.0725,
817232.8444 833494.2914,
817236.6118 833497.5104,
817240.3792 833500.7294,
817244.1467 833503.9483,
817247.9141 833507.1673,
817251.6815 833510.3863,
817255.449 833513.6052,
817259.2164 833516.8242,
817262.9839 833520.0431,
817266.7513 833523.2621,
817270.5187 833526.4811,
817274.2862 833529.7,
817278.0536 833532.919,
817281.821 833536.138,
817285.5885 833539.3569,
817289.3559 833542.5759,
817293.1234 833545.7948,
817296.8908 833549.0138,
817300.6582 833552.2328,
817304.4257 833555.4517,
817308.1931 833558.6707,
817311.9606 833561.8896,
817315.728 833565.1086,
817319.4954 833568.3276,
817323.2629 833571.5465,
817327.0303 833574.7655,
817330.7977 833577.9845,
817334.5652 833581.2034,
817338.3326 833584.4224,
817342.1001 833587.6413,
817345.8675 833590.8603,
817349.6349 833594.0793,
817353.4024 833597.2982,
817357.1698 833600.5172,
817360.9372 833603.7362,
817364.7047 833606.9551,
817368.4721 833610.1741,
817372.2396 833613.393,
817376.007 833616.612,
817379.7847 833619.8395,
817383.5625 833623.0671,
817387.3402 833626.2946,
817391.1179 833629.5221,
817394.8957 833632.7497,
817398.6734 833635.9772,
817402.4511 833639.2048,
817406.2289 833642.4323,
817410.0066 833645.6598,
817413.7843 833648.8874,
817417.562 833652.1149,
817421.3398 833655.3424,
817425.1175 833658.57,
817428.8952 833661.7975,
817432.673 833665.0251,
817436.4507 833668.2526,
817440.2284 833671.4801,
817444.0062 833674.7077,
817447.7839 833677.9352,
817451.5616 833681.1627,
817455.3394 833684.3903,
817459.1171 833687.6178,
817462.8948 833690.8454,
817466.6726 833694.0729,
817470.4503 833697.3004,
817474.228 833700.528,
817478.0057 833703.7555,
817481.7835 833706.983,
817485.5612 833710.2106,
817489.3389 833713.4381,
817493.1167 833716.6657,
817496.8944 833719.8932,
817500.6721 833723.1207,
817504.4499 833726.3483,
817508.2276 833729.5758,
817512.0053 833732.8033,
817515.7831 833736.0309,
817519.5608 833739.2584,
817523.3385 833742.486,
817527.1163 833745.7135,
817530.894 833748.941,
817534.6717 833752.1686,
817538.4494 833755.3961,
817542.2272 833758.6236,
817546.0049 833761.8512,
817549.7826 833765.0787,
817553.5604 833768.3063,
817557.3381 833771.5338,
817561.1158 833774.7613,
817564.8936 833777.9889,
817568.6713 833781.2164,
817572.449 833784.4439,
817576.2268 833787.6715,
817580.0045 833790.899,
817583.7822 833794.1266,
817587.56 833797.3541,
817591.3377 833800.5816,
817595.1154 833803.8092,
817598.8931 833807.0367,
817602.6709 833810.2642,
817606.4486 833813.4918,
817610.2263 833816.7193,
817614.0041 833819.9469,
817617.7818 833823.1744,
817621.5595 833826.4019,
817625.3373 833829.6295,
817629.115 833832.857,
817632.9012 833836.1002,
817636.6874 833839.3434,
817640.4736 833842.5866,
817644.2598 833845.8298,
817648.046 833849.073,
817651.8322 833852.3162,
817655.6184 833855.5594,
817659.4046 833858.8026,
817663.1908 833862.0458,
817666.977 833865.289,
817670.7632 833868.5322,
817674.5494 833871.7754,
817678.3356 833875.0186,
817682.1218 833878.2618,
817685.908 833881.505,
817689.6806 833884.6838,
817693.4532 833887.8625,
817697.2258 833891.0413,
817700.9984 833894.22,
817704.771 833897.3988,
817708.5436 833900.5775,
817712.3162 833903.7563,
817716.0888 833906.935,
817719.8614 833910.1138,
817723.634 833913.2925,
817727.4066 833916.4713,
817731.1792 833919.65,
817734.9518 833922.8288,
817738.7244 833926.0075,
817742.497 833929.1863,
817746.2696 833932.365,
817750.0422 833935.5438,
817753.8148 833938.7225,
817757.5874 833941.9013,
817761.36 833945.08,
817765.1326 833948.2588,
817768.9052 833951.4375,
817772.6778 833954.6163,
817776.4504 833957.795,
817780.223 833960.9738,
817783.9956 833964.1525,
817787.7682 833967.3313,
817791.5408 833970.51,
817795.3134 833973.6888,
817799.086 833976.8675,
817802.8586 833980.0463,
817806.6312 833983.225,
817810.4038 833986.4038,
817814.1764 833989.5825,
817817.949 833992.7613,
817821.7216 833995.94,
817825.4942 833999.1188,
817829.2668 834002.2975,
817833.0394 834005.4763,
817836.812 834008.655,
817840.5627 834011.9067,
817844.3133 834015.1585,
817848.064 834018.4102,
817851.8146 834021.662,
817855.5653 834024.9137,
817859.3159 834028.1654,
817863.0666 834031.4172,
817866.8172 834034.6689,
817870.5679 834037.9206,
817874.3185 834041.1724,
817878.0692 834044.4241,
817881.8199 834047.6759,
817885.5705 834050.9276,
817889.3212 834054.1793,
817893.0718 834057.4311,
817896.8225 834060.6828,
817900.5731 834063.9346,
817904.3238 834067.1863,
817908.0744 834070.438,
817911.8251 834073.6898,
817915.5757 834076.9415,
817919.3264 834080.1933,
817923.0771 834083.445,
817926.8277 834086.6967,
817930.5784 834089.9485,
817934.329 834093.2002,
817938.0797 834096.4519,
817941.8303 834099.7037,
817945.581 834102.9554,
817949.3316 834106.2072,
817953.0823 834109.4589,
817956.8329 834112.7106,
817960.5836 834115.9624,
817964.3343 834119.2141,
817968.0849 834122.4659,
817971.8356 834125.7176,
817975.5862 834128.9693,
817979.3369 834132.2211,
817983.0875 834135.4728,
817986.8382 834138.7245,
817990.5888 834141.9763,
817994.3395 834145.228,
817998.0901 834148.4798,
818001.8408 834151.7315,
818005.4796 834154.7638,
818009.1184 834157.7961,
818012.7571 834160.8284,
818016.3959 834163.8607,
818019.2712 834166.3367,
818022.1465 834168.8126,
818025.8605 834172.0108,
818029.5698 834175.2049,
818033.279 834178.399,
818036.6268 834181.2818,
818039.9746 834184.1646,
818043.3223 834187.0474,
818046.6701 834189.9302,
818050.0179 834192.813,
818053.3657 834195.6958,
818056.7134 834198.5786,
818060.0612 834201.4614,
818064.0481 834204.2803,
818068.0351 834207.0993,
818072.022 834209.9182,
818076.0089 834212.7371,
818079.9958 834215.556,
818083.9828 834218.375,
818087.9697 834221.1939,
818091.9566 834224.0128,
818095.9436 834226.8318,
818099.9305 834229.6507,
818103.9174 834232.4696,
818107.9043 834235.2885,
818111.8913 834238.1075,
818115.8782 834240.9264,
818119.8651 834243.7453,
818123.852 834246.5642,
818127.839 834249.3832,
818131.8259 834252.2021,
818135.8128 834255.021,
818139.7998 834257.84,
818143.7867 834260.6589,
818147.7736 834263.4778,
818151.7605 834266.2967,
818155.7475 834269.1157,
818159.7344 834271.9346,
818163.7213 834274.7535,
818167.7083 834277.5725,
818171.6952 834280.3914,
818175.6821 834283.2103,
818179.669 834286.0292,
818183.656 834288.8482,
818187.6429 834291.6671,
818191.6298 834294.486,
818195.6167 834297.3049,
818199.6037 834300.1239,
818203.5906 834302.9428,
818207.6626 834305.6286,
818211.7345 834308.3143,
818215.8065 834311.0001,
818219.8785 834313.6858,
818223.9504 834316.3716,
818228.0224 834319.0573,
818232.0944 834321.7431,
818236.1663 834324.4289,
818240.2383 834327.1146,
818244.3102 834329.8004,
818248.3822 834332.4861,
818252.4542 834335.1719,
818256.5261 834337.8576,
818260.5981 834340.5434,
818264.5699 834343.1,
818268.5418 834345.6566,
818272.5136 834348.2132,
818276.4854 834350.7698,
818280.4572 834353.3264,
818284.4291 834355.8829,
818288.4009 834358.4395,
818292.3727 834360.9961,
818296.3445 834363.5527,
818300.3164 834366.1093,
818304.2882 834368.6659,
818308.5555 834369.7085,
818312.8228 834370.7512,
818317.0901 834371.7938,
818321.3574 834372.8364,
818325.6247 834373.879,
818329.892 834374.9217,
818334.1593 834375.9643,
818338.4266 834377.0069,
818342.7261 834377.9991,
818347.0256 834378.9913,
818351.325 834379.9835,
818355.6245 834380.9757,
818359.924 834382.9601,
818364.2235 834384.9445,
818368.523 834386.9288,
818372.8225 834388.9132,
818376.7913 834391.559,
818380.76 834394.2049,
818384.7288 834396.8507,
818388.6975 834399.4966,
818392.6663 834402.1424,
818396.5805 834405.1083,
818400.4948 834408.0741,
818404.409 834411.04,
818408.3233 834414.0058,
818412.2375 834416.9717,
818416.1518 834419.9375,
818420.066 834422.9034,
818423.9802 834425.8693,
818427.8945 834428.8351,
818431.8087 834431.801,
818435.723 834434.7668,
